name,num,units,fall,spring,prereqs,coreqs
Cognitive Brain Imaging:,85429,9,0,1,"[[85211], [85213], [85412], [85414], [85419]]",[]
Robotics and Fabrication Affordance in Digital Design,48530,9,0,1,[],[]
Undergraduate Seminar VI,9402,3,1,1,[],[]
Undergraduate Seminar V,9401,1,1,0,[],[]
Dalcroze Eurhythmics Workshop,57959,3,1,1,[],[]
Transport Process Laboratory,6363,6,0,1,"[[6261], [6323]]",[]
"Food, Culture, and Power: A History of Eating",79377,9,1,0,[],[]
Unit Operations of Chemical Engineering,6361,9,0,1,"[[6321], [6323]]",[]
Dalcroze Pedagogy/Practice Teaching,57891,3,1,0,[],[]
Water Technology Innovation and Policy,6365,9,0,1,[],[]
Chemical Reaction Engineering,6364,9,0,1,"[[6321], [6323], [9347]]",[]
ETC Interdisciplinary Project III,53610,36,1,0,[],[]
Topics in Movement and Dance,57314,1.5,1,1,[[721]],[]
Data Matching Methods and their Uses,36491,6,1,0,[],[]
Introduction to Solid State Physics,33448,9,0,1,"[[33225, 33341], [33234, 33341]]",[]
Modern Analytical Instrumentation,9331,9,1,0,"[[9221], [9222]]",[[934]]
Fundamentals of Audio Design,53615,12,1,1,[],[]
Independent Study,36495,0,1,1,[],[]
Contracts,45877,6,0,1,[],[]
Current Issues in Entertainment Technology & Design,53619,12,1,1,[],[]
Introduction to BioPhysics,33441,10,1,0,"[[3121, 33107], [3121, 33112], [3121, 33132]]",[]
American Environmental History: Critical Issues,79374,9,1,0,[],[]
Advanced Quantum Physics II,33446,9,0,1,[[344]],[]
Adv Quantum Physics I,33445,9,1,0,[[323]],[[333]]
Introduction to Nuclear and Particle Physics,33444,9,0,1,"[[33234], [33338]]",[]
Models of Software Systems,17751,12,1,0,[],[]
Mobile & Pervasive Computing Project,46870,6,0,1,[],[]
Methods: Deciding What to Design,17752,12,1,0,[],[]
Architectures for Software Systems,17755,12,0,1,[],[]
Analysis of Software Artifacts,17754,12,0,1,[],[]
Special Topics in Embedded Systems:,18848,12,1,0,[],[]
Independent Study,90941,6,1,1,[],[]
Extremal Combinatorics,21738,12,0,1,[],[]
Keyboard Studies Test (Degree),57293,0,1,1,[],[]
Production Technology and Management Thesis,54969,9,1,0,[],[]
Independent Study,90940,1,1,1,[],[]
Partial Differential Equations I,21732,12,1,0,[],[]
Distributed Systems:,18842,12,0,1,[],[]
Mobile and Pervasive Computing,18843,12,1,1,[],[]
Internet Services,18845,12,0,1,[],[]
Production Preparation Grad III,54961,9,1,0,[],[]
Special Topics in Computer Systems::,18847,12,1,0,[],[]
Entertainment Design Studio II,53724,12,1,0,[],[]
BXA Interdisciplinary Seminar:,52399,9,1,1,[],[]
Structured Prediction for Language and Other Discrete Data,10710,12,1,0,[],[]
Special Projects II,53721,3,0,1,[],[]
Voice & Speech IV,54419,3,1,0,[],[]
Social Network Models,36780,6,0,1,[],[]
Broadway Styles,54416,4,0,1,[[431]],[]
Broadway Dance Styles,54415,5,1,0,[[431]],[]
Showcase,54414,9,0,1,"[[54301], [54302]]",[]
Showcase,54413,4,1,0,"[[54301], [54302]]",[]
Rehearsal and Performance IV,54412,16,0,1,"[[54311], [54312]]",[]
Rehearsal and Performance IV,54411,16,1,0,"[[54311], [54312]]",[]
Theatre Lab for Undergraduates,54410,4,0,1,[],[]
Business Presentations,70345,9,1,1,"[[70340], [73270]]",[]
Software Engineering Practicum,96710,24,0,1,[],[]
Costume Thesis,54987,9,1,0,[],[]
Lighting Design Thesis,54954,9,0,1,[],[]
Business Communications,70340,9,1,1,"[[76101], [76104], [82085]]",[]
Interpersonal Communication,70343,9,1,0,[],[]
Managing Across Cultures,70342,9,0,1,"[[76100], [76101], [82085]]",[]
CPS Seminar,6810,1,1,1,[],[]
Independent Study,90946,1,1,1,[],[]
Costume Design Thesis,54988,9,0,1,[],[]
Practice Teaching (Elementary),57889,6,1,1,[],[]
Instrumental/Choral Conducting,57888,6,0,1,[],[]
Literature and Repertoire: Piano IV,57884,6,0,1,[],[]
Professional Essestials for the Percussionist,57887,3,1,1,[],[]
City as Landscape: Geography as Method and Metaphor,48420,9,0,1,[[820]],[]
BXA Undergraduate Research Project:,52390,9,1,1,[],[]
Literature and Repertoire: Piano III,57883,6,1,0,[],[]
Biochemistry I,3232,9,1,1,"[[9217], [9219]]","[[6221], [9106]]"
Intro to Mammalian Physiology,3230,9,0,1,[],[[312]]
Biochemistry I,3231,9,1,0,[[312]],[[921]]
Continuous-Time Finance,21420,9,0,1,"[[18202, 21325, 21370], [18202, 21370, 36217], [18202, 21370, 36225], [21260, 21325, 21370], [21260, 21370, 36217], [21260, 21370, 36225]]",[]
Cybersecurity in Critical Infrastructure,95761,6,0,1,[],[]
Defensive Hacking: Tactical & Strategic,95768,12,0,1,[],[]
Network Security Analysis,95769,12,1,1,[],[]
Innovation and Entrepreneurship,96815,6,1,0,[],[]
Labor Relations,91814,6,0,1,[],[]
Introduction to Computer Architecture,18447,12,0,1,"[[15213, 18240, 18320], [15213, 18240, 18340], [15213, 18240, 18341], [15213, 18240, 18348], [15213, 18240, 18349], [18213, 18240, 18320], [18213, 18240, 18340], [18213, 18240, 18341], [18213, 18240, 18348], [18213, 18240, 18349], [18240, 18243, 18320], [18240, 18243, 18340], [18240, 18243, 18341], [18240, 18243, 18348], [18240, 18243, 18349]]",[]
Green Computing:,8840,12,0,1,[],[]
Beginning Poetry Workshop,76365,9,1,1,[[626]],[]
Dramaturgy 2: History and Practice,54184,9,0,1,[],[]
Introduction to Playwriting,54187,9,1,0,[],[]
Finance I,45720,6,1,0,[],[]
Literary Journalism Workshop,76360,9,0,1,"[[76260], [76261], [76262], [76265], [76269], [76270], [76271], [76372], [76472]]",[]
Elements of Photonics for Communication Systems,18712,12,1,0,"[[18300, 18310, 18402], [18300, 18310, 33439]]",[]
Reading in Forms: Nonfiction:,76362,9,0,1,[[610]],[]
Seminar on Causation,80816,9,1,0,[],[]
Costume Design for TV and Film,54342,9,0,1,"[[54246], [54348]]",[]
Fundamentals of Costume Design,54341,9,1,0,[[416]],[]
Stage Management Seminar,54340,3,0,1,[],[]
Developmental Biology,3350,9,0,1,[[324]],[]
Applied Internship,54904,8,0,1,[],[]
Internship,57610,3,1,1,[],[]
Automated Lighting Technology,54349,6,1,0,"[[54351], [54352]]",[]
Stalin and Stalinism,79389,9,0,1,[],[]
Independent Study in History,57611,3,1,1,[],[]
Business Acting I,45895,6,1,1,[],[]
Communicating Change,45894,6,1,0,[],[]
China Today,94820,3,1,0,[],[]
Business Acting II,45896,6,1,1,[],[]
Presenting Competitively,45891,6,0,1,[],[]
Consulting and Conflict Resolution,45890,6,1,0,[],[]
Creating Results-Oriented Programs,94824,6,1,0,[],[]
Executive Communication Skills,45892,6,0,1,[],[]
"Bends, Seals and Sculpting",62254,3,0,1,[],[]
Graduate Staging Media Lab,54901,3,0,1,[],[]
Introduction to Coldworking,62256,3,1,1,[],[]
Networking,62257,3,1,1,[],[]
Beginner Beadmaking,62250,3,1,1,[],[]
Marble Madness,62252,3,0,1,[],[]
Graduate Staging Media,54900,6,0,1,[],[]
Graduate History of Clothing 2,54746,6,0,1,[],[]
Quantum Physics and Structure of Matter,33225,9,1,0,"[[33107], [33112], [33132]]",[]
"Stars, Galaxies and the Universe",33224,9,1,0,"[[33106], [33111], [33131]]",[]
System on Chip Design,18625,12,0,1,[],[]
Graduate Laboratory,33997,1,1,1,[],[]
Practicum in Physics,33996,1,1,1,[],[]
Thesis Research,33998,1,1,1,[],[]
Introduction to Security and Policy,95830,12,0,1,[],[]
Introduction to Graduate Production,54749,3,1,0,[],[]
Electronics I,33228,10,0,1,"[[33107], [33112], [33132]]",[]
Functions of a Complex Variable,21371,9,1,0,"[[21259], [21268], [21269]]",[]
Algorithm Design and Analysis,15451,12,1,1,"[[15210], [15251], [21241]]",[]
"Formal Languages, Automata, and Computability",15453,9,1,1,"[[15251], [21228]]",[]
Undergraduate Complexity Theory,15455,9,1,0,[[525]],[]
Italian Diction,57221,3,1,0,[],[]
Influence and Persuasion Online,8624,6,1,0,[],[]
Immigration Policy Analysis,90822,6,0,1,[],[]
Computational Modeling of Complex Socio-Technical Systems,8621,12,0,1,[],[]
Software Development Project,67373,12,0,1,"[[67272], [67371]]",[]
Style,76390,9,1,1,[[610]],[]
Graduate Physics of Stage Machinery,54726,9,1,0,[],[]
Enterprise Architectures,95831,6,1,1,[],[]
Introduction to Computational Physics,33241,9,1,0,"[[15100, 21122, 33104, 33107], [15100, 21122, 33104, 33112], [15100, 21122, 33104, 33132]]",[]
Research Methods for the Learning Sciences,85748,12,0,1,[],[]
"Social, Economic and Information Networks",70449,9,0,1,[[45]],[]
Mechancial Engineering Project,24392,3,1,1,[],[]
Mechanical Engineering Project,24391,3,1,1,[],[]
Mechanical Engineering Co-op,24390,0,1,1,[],[]
Study Abroad,54050,0,1,0,[],[]
Special Topics: Professional Communication for CEE Grad Students,12798,3,1,0,[],[]
Independent Study,90971,1,1,1,[],[]
Technology Consulting in the Global Community,67331,3,1,0,[],[]
"Search Engines, Portals",8710,6,1,1,[],[]
"Data Mining, CRM",8711,6,1,1,[],[]
Information Security,8712,6,1,0,[],[]
Mobile Commerce,8713,8,0,1,[],[]
Negotiation,8714,8,1,1,[],[]
The Faust Legend at Home and Abroad,79356,9,0,1,[],[]
Seminar in Criminal Justice,90926,12,0,1,[],[]
Special Topics: Strategic Information Management Planning,67312,9,1,0,[],[]
Seminar in Instruction,79705,6,0,1,[],[]
Graduate Research Seminar II,79702,12,1,0,[],[]
The Evolution of Air and Space Power,31202,3,0,1,[],[]
The Evolution of Air and Space Power,31201,3,1,0,[],[]
Graduate Research Seminar I,79701,12,0,1,[],[]
Foundations of Software Engineering,15313,12,1,0,[[521]],[]
Magazine Writing,76375,9,1,0,"[[76260], [76262], [76270], [76271], [76272], [76372]]",[]
Acting for Non-Majors,54192,9,0,1,[],[]
Secondary Studio,57208,3,0,1,[],[]
Introduction to Screenwriting,54193,9,1,0,[],[]
Graduate Seminar,27774,0,1,1,[],[]
Thesis,27775,1,1,1,[],[]
Applications of Cognitive Science,85395,9,0,1,[],[]
"Electronic, Magnetic, and Optical Properties",27770,12,0,1,[],[]
Independent Study in Literary and Cultural Studies,76370,3,1,1,[],[]
StuCo: Game Criticism,98166,3,1,1,[],[]
Special Topic: Images of Computing,15296,6,0,0,[],[]
Law of Computer Technology,8532,9,1,0,[],[]
Competition Programming and Problem Solving,15295,6,1,1,[[512]],[]
Special Topic: History of Computing,15292,6,0,0,[],[]
BME Design Project,51442,9,0,1,[],[]
Foundation of BME Design,51441,3,1,0,[],[]
Special Topic: Applied Computational Intelligence Lab,15291,9,1,0,[],[]
Doctoral Thesis Preparation,51912,5,1,1,[],[]
Value Based Design Introduction,48759,6,1,0,[],[]
Language and Statistics,11761,12,0,1,[],[]
Research Training: Psychology,85198,9,1,1,[],[]
Black and White Photography I,62141,10,1,1,[],[]
User-Centered Research and Evaluation,5610,12,1,0,[],[]
Study Abroad,15050,0,1,1,[],[]
Seminar on Formal Epistemology,80821,9,1,0,[],[]
Outreach,57753,3,1,1,[],[]
Dissertation,88951,36,1,1,[],[]
Dissertation,88950,5,1,1,[],[]
Study Abroad,48050,0,1,0,[],[]
Study Abroad,48051,0,0,1,[],[]
Revolutions of Circularity,99241,9,1,0,[],[]
Elementary Spanish I Online,82143,12,1,0,[],[]
Creative Enterprises: For-Profit Systems and Structures,93751,6,0,1,[],[]
Racquetball,69101,3,1,1,[],[]
Graduate Conceptual Sound Design,54867,9,1,0,[],[]
Student Taught Courses (StuCo): Bellydance: How to Look Great in Sequins,98210,3,1,0,[],[]
The Arts in Pittsburgh,79395,9,1,0,[],[]
Topics in German Literature and Culture:,82425,9,1,0,"[[82320], [82323], [82327], [82426]]",[]
Independent Study,95920,1,1,1,[],[]
Nazi and Resistance Culture,82427,9,0,1,[[232]],[]
Science Writing,76395,9,0,1,"[[76270], [76271], [76372], [76375], [76472]]",[]
History of German Film,82428,9,0,1,[[232]],[]
French in its Social Contexts,82305,9,1,1,"[[82303], [82304]]",[]
Weight Training,69102,3,1,1,[],[]
Mechatronic Design,24778,12,0,1,[],[]
Grad Directing Thinktank,54515,1,1,1,[],[]
Computing for the Arts with Processing,48757,9,1,0,[],[]
Statistics for IT Managers,95796,6,1,1,[],[]
Linear Systems,24771,12,1,0,[],[]
Graduate Welding,54864,4,0,1,[],[]
3D Media Studio II:,60131,5,0,1,[],[]
Non Linear Control,24776,12,1,0,[],[]
SP TP: Research Methods & Statistics for Engineering & Public Policy Analysis,19350,9,1,0,[],[]
Independent Study,90976,1,1,1,[],[]
"Privacy, Policy,  Law and Technology",19608,12,1,0,[],[]
Non-Profit Advocacy:,76396,9,1,0,"[[76270], [76271], [76272], [76372], [76373]]",[]
Energy Finance,45928,6,0,1,[],[]
Student Taught Courses (StuCo): Great Applicable Ideas in Engineering,98219,3,1,0,[],[]
Undergraduate Research - Sophomore,19600,0,1,0,[],[]
Systems Engineering,16650,12,1,0,[],[]
Behavioral Decision Making,88602,12,1,0,[],[]
Digital Marketing and Social Media Strategy,70443,9,0,1,[[45]],[]
Intermediate Statistics,10705,12,1,0,[],[]
Environmental Microbiology for Engineers,12729,12,0,1,[],[]
Special Topics: Remediation Engineering,12728,12,0,0,[],[]
Mathematical Modeling of Environmental Quality Systems,12726,12,0,1,[],[]
"Fate, Transport & Physicochemical Processes of Orgnc Contaminants in Aqua Systms",12725,12,1,0,[],[]
Biological Wastewater Treatment,12724,12,0,1,[],[]
3-D Media Studio I:,60130,5,1,0,[],[]
Water Resources Chemistry,12720,12,1,0,[],[]
Social Psychology,85241,9,1,1,[],[]
Independent Study,90977,1,1,1,[],[]
Independent Study,95930,1,1,1,[],[]
Software Documentation,76774,9,0,1,[],[]
Meaning Across the Millennia,99242,9,0,1,[],[]
Professional Development II,27399,1,1,0,[],[]
"Colloids, Polymers and Surfaces (CPS) Lab III: Adv. Characterization Methods",6777,3,0,1,[],[]
Human Resources Policy and Modeling,90796,12,1,0,[],[]
Internship,27390,0,1,1,[],[]
Rapid Prototyping of Computer Systems,5872,12,0,1,[],[]
Research Practicum in EPP,19770,0,1,1,[],[]
Corporate Strategy,70440,9,1,1,"[[70122], [70371], [70381], [70391]]",[]
Lifeguard Training,69153,3,0,1,[],[]
Theory and Policy of Modern Finance,45920,6,1,0,[],[]
Introduction to Repertoire and Listening for Musicians,57189,3,1,0,[],[]
Computer Science for Practicing Engineers,17630,12,1,0,[],[]
"Marketing, Public Relations and Corporate Communications",76779,9,0,1,[],[]
Software Measurement,17635,9,1,0,[],[]
Concepts of Mathematics,21127,10,1,1,[],[]
Graduate Seminar,3750,1,1,1,[],[]
Systems Architecture for Managers,17638,6,0,1,[],[]
Mangement of Software Development for Technology Executives,17639,6,0,1,[],[]
Graduate Research Seminar,3755,3,1,1,[],[]
Integration and Approximation,21122,10,1,1,"[[21112], [21120]]",[]
Differential and Integral Calculus,21120,10,1,1,[],[]
Advanced Web Design,51828,12,1,1,[],[]
Computer Science Principles for Practicing Engineers,4630,12,1,0,[],[]
Graduate Drawing for Theatrical Designers,54811,6,1,0,[],[]
Desktop Publishing,90801,6,1,1,[],[]
Introduction to Information Security,4635,12,0,1,[],[]
ETC Practicum Training,53998,3,1,1,[],[]
Engineering Statistics and Quality Control,36220,9,1,1,"[[21112], [21120], [21121]]",[]
Sensing and Sensors,16722,12,0,1,[],[]
Pieces 2.0: Social Innovation: Desis Lab`,51823,12,1,0,[],[]
Computer Vision:,16720,12,1,1,[],[]
Black and White Photography II,60241,10,1,1,"[[51265], [60141], [62141]]",[]
Introduction to Probability Theory,36225,9,1,0,"[[21256], [21259]]",[]
Introduction to Statistical Inference,36226,9,0,1,"[[15359], [21325], [36217], [36225]]",[]
Information Retrieval,11741,12,0,1,[],[]
Self-paced Lab: IR,11742,6,1,1,[],[]
Experimental Information Retrieval,11744,12,0,1,[],[]
Graduate Theatrical Lighting Design,54751,9,1,0,[],[]
Social Factors and Well-Being,85743,9,0,1,[],[]
Environmental Policy & Planning,90798,12,1,0,[],[]
Graduate Theatrical and Opera Lighting Design,54752,4,0,1,[],[]
Introduction to Yoga,69151,3,1,1,[],[]
Introduction to Photo Design,51132,4.5,0,1,[[110]],[]
Learning About Language Learning,82889,9,1,0,[],[]
Topics in Second Language Acquisition:,82888,9,1,1,[],[]
Photo Design II,51134,4.5,0,1,[],[]
Research Methods in Second Language Acquisition,82881,9,0,1,[],[]
Major Instrumental Ensemble,57418,6,1,1,[],"[[57501], [57502], [57503], [57505], [57506], [57507], [57508], [57509], [57510], [57511], [57512], [57513], [57514], [57516], [57517], [57519], [57520], [57521], [57522]]"
Physical Chemistry of Macromolecules,9509,9,1,0,"[[9345], [9347]]",[]
Health Psychology,85742,9,1,0,[],[]
Algorithms for Computational Structural Biology,2421,12,0,1,[],[]
Ensemble Elective,57410,3,1,1,[],[]
Independent Study,95904,1,1,1,[],[]
"Globalization of Classical Music: USA, Turkey, Japan",57416,3,1,0,[],[]
Nanoparticles,9507,9,1,0,"[[9106, 33107], [9106, 33112]]",[]
Statistical Graphics and Visualization,36315,9,0,1,"[[36202], [36208], [36226], [36303], [36309], [36625], [70208], [88250]]",[]
Study Abroad,80051,0,0,1,[],[]
Introduction to Naval Science,32101,6,1,0,[],[]
Naval Laboratory,32100,3,1,1,[],[]
Naval Makeup Lab,32103,3,0,1,[],[]
Seapower and Maritime Affairs,32102,6,0,1,[],[]
M.F.A. Integrative Seminar,60791,12,1,1,[],[]
Ordinary Differential Equations,21630,12,0,1,[],[]
Script/Story Analysis,93861,6,1,0,[],[]
Nature of Reason,80150,9,0,1,[],[]
Introduction to Civil and Environmental Engineering,12100,12,1,1,[],"[[21120], [33106]]"
"Business, Society and Ethics",70332,9,1,1,"[[76100], [76101], [82085]]",[]
String Algorithms:,2514,12,1,0,[],[]
Emergency Medical Responder,69194,6,1,0,[],[]
Independent Study Chemistry,9435,1,1,1,[],[]
Computational Genomics,2510,12,0,1,[],[]
Computational Methods for Biological Modeling and Simulation,2512,9,1,0,[],[]
Algorithms and Data Structures for Scientists,2513,12,0,1,[],[]
World Music,57306,6,1,0,[[728]],[]
Bagpipe Theory,57307,3,1,1,[],[]
Bagpipe Maintenance,57304,3,0,1,[],[]
Cell and Systems Modeling,2730,12,1,0,[],[]
Physical Chemistry (Thermo): Macroscopic Principles of Physical Chemistry,9345,9,0,1,"[[9106, 9231], [9106, 21259]]",[]
Bagpipe and Drum Band,57300,3,1,1,[],[]
Advanced Physical Chemistry,9347,12,1,0,"[[6151, 6155, 9105], [6151, 6155, 9107], [6151, 6262, 9105], [6151, 6262, 9107], [6155, 6221, 9105], [6155, 6221, 9107], [6221, 6262, 9105], [6221, 6262, 9107]]",[]
Inorganic Chemistry,9348,10,0,1,"[[9105, 21120], [9107, 21120]]",[]
Six Sigma Tools and Techniques,45861,6,0,1,[],[]
Supply Chain Management,45862,6,0,1,[],[]
Risk Management,45863,6,1,0,[],[]
Operations Strategy,45864,6,0,1,[],[]
Models and Methods for Optimization,21257,9,1,1,"[[6262], [18202], [21240], [21241], [21242], [21256]]",[]
Multivariate Analysis,21256,9,1,1,"[[21112], [21120]]",[]
"Life Cycle, Taxation and Asset Management",46681,5,1,0,[],[]
Biological Imaging and Fluorescence Spectroscopy,3534,9,0,1,"[[3231, 3240, 9214, 21259], [3231, 3240, 9344, 21259], [3232, 3240, 9214, 21259], [3232, 3240, 9344, 21259]]",[]
Discrete Mathematics,21701,12,1,0,[],[]
Organizational Structure and Managing Change,46682,5,1,0,[],[]
Senior Preparation Seminar,99530,6,1,0,[],[]
Calculus in Three Dimensions,21259,9,1,1,[[112]],[]
Writing for Managers,45792,3,0,1,[],[]
Management Presentations,45790,3,1,0,[],[]
Interpersonal Communications,45791,3,1,0,[],[]
Olivier's Nose,54229,9,1,0,[[417]],[]
Study Abroad,33050,0,1,0,[],[]
Study Abroad,33051,0,0,1,[],[]
Graduate PTM Professional Practice,54972,3,1,0,[],[]
